時刻,路線,在線,遅延1分以上,遅延5分以上,遅延10分以上,最大遅延,遅延合計,1時間雨量,10分雨量,風速,気温,観測時刻,観測地点
06:10,nara,4,0,0,0,0,0,0.0,0.0,1.1,20.5,06:00,京都/京田辺
06:10,sagano,4,0,0,0,0,0,0.0,0.0,1.1,20.5,06:00,京都/園部
06:23,hokurikubiwako,21,0,0,0,0,0,0.0,0.0,1.9,20.6,06:10,彦根/大津
06:23,kyoto,22,0,0,0,0,0,0.0,0.0,2.2,21.0,06:10,京都/大阪
06:23,nara,6,0,0,0,0,0,0.0,0.0,0.9,20.6,06:10,京都/京田辺
06:23,sagano,4,0,0,0,0,0,0.0,0.0,0.7,20.6,06:10,京都/園部
06:32,hokurikubiwako,25,2,0,0,1,2,0.0,0.0,2.0,20.6,06:20,彦根/大津
06:32,kyoto,29,2,0,0,1,2,0.0,0.0,2.3,21.3,06:20,京都/大阪
06:32,nara,6,0,0,0,0,0,0.0,0.0,0.8,20.6,06:20,京都/京田辺
06:32,sagano,6,0,0,0,0,0,0.0,0.0,0.8,20.6,06:20,京都/園部
06:42,hokurikubiwako,21,1,0,0,1,1,0.0,0.0,2.0,20.5,06:30,彦根/大津
06:42,kyoto,29,1,0,0,1,1,0.0,0.0,2.0,21.3,06:30,京都/大阪
06:42,nara,8,0,0,0,0,0,0.0,0.0,1.2,20.6,06:30,京都/京田辺
06:42,sagano,8,0,0,0,0,0,0.0,0.0,1.2,20.6,06:30,京都/園部
06:50,hokurikubiwako,22,0,0,0,0,0,0.0,0.0,1.8,20.5,06:40,彦根/大津
06:50,kyoto,33,0,0,0,0,0,0.0,0.0,1.6,21.4,06:40,京都/大阪
06:50,nara,7,0,0,0,0,0,0.0,0.0,0.9,20.9,06:40,京都/京田辺
06:50,sagano,7,0,0,0,0,0,0.0,0.0,0.8,20.9,06:40,京都/園部
06:56,hokurikubiwako,22,1,0,0,1,1,0.0,0.0,1.8,20.5,06:40,彦根/大津
06:56,kyoto,33,2,0,0,1,2,0.0,0.0,1.6,21.4,06:40,京都/大阪
06:56,nara,7,1,0,0,3,3,0.0,0.0,0.9,20.9,06:40,京都/京田辺
06:56,sagano,9,0,0,0,0,0,0.0,0.0,0.8,20.9,06:40,京都/園部
07:07,hokurikubiwako,25,1,0,0,1,1,0.0,0.0,1.5,20.7,07:00,彦根/大津
07:07,kyoto,35,1,0,0,1,1,0.0,0.0,2.1,22.2,07:00,京都/大阪
07:07,nara,9,1,0,0,3,3,0.0,0.0,0.9,21.1,07:00,京都/京田辺
07:07,sagano,8,0,0,0,0,0,0.0,0.0,0.9,21.1,07:00,京都/園部
07:21,hokurikubiwako,30,0,0,0,0,0,0.0,0.0,1.3,20.9,07:10,彦根/大津
07:21,kyoto,41,3,0,0,3,5,0.0,0.0,2.2,22.2,07:10,京都/大阪
07:21,nara,11,0,0,0,0,0,0.0,0.0,1.2,21.3,07:10,京都/京田辺
07:21,sagano,11,1,0,0,1,1,0.0,0.0,1.2,21.3,07:10,京都/園部
07:32,hokurikubiwako,34,3,0,0,1,3,0.0,0.0,1.2,21.6,07:20,彦根/大津
07:32,kyoto,45,4,0,0,2,5,0.0,0.0,2.0,22.4,07:20,京都/大阪
07:32,nara,11,0,0,0,0,0,0.0,0.0,0.9,21.7,07:20,京都/京田辺
07:32,sagano,11,0,0,0,0,0,0.0,0.0,0.9,21.7,07:20,京都/園部
07:42,hokurikubiwako,32,3,0,0,2,4,0.0,0.0,1.4,21.5,07:30,彦根/大津
07:42,kyoto,44,2,0,0,1,2,0.0,0.0,2.2,22.2,07:30,京都/大阪
07:42,nara,12,0,0,0,0,0,0.0,0.0,0.9,22.1,07:30,京都/京田辺
07:42,sagano,10,0,0,0,0,0,0.0,0.0,0.9,22.1,07:30,京都/園部
07:52,hokurikubiwako,31,1,0,0,1,1,0.0,0.0,0.9,21.8,07:40,彦根/大津
07:52,kyoto,45,3,0,0,1,3,0.0,0.0,2.4,22.9,07:40,京都/大阪
07:52,nara,11,0,0,0,0,0,0.0,0.0,0.9,22.5,07:40,京都/京田辺
07:52,sagano,11,0,0,0,0,0,0.0,0.0,0.7,22.5,07:40,京都/園部
07:59,hokurikubiwako,33,3,1,1,10,12,0.0,0.0,1.1,21.9,07:50,彦根/大津
07:59,kyoto,47,4,0,0,1,4,0.0,0.0,2.2,23.1,07:50,京都/大阪
07:59,nara,12,0,0,0,0,0,0.0,0.0,0.8,22.4,07:50,京都/京田辺
07:59,sagano,12,0,0,0,0,0,0.0,0.0,0.7,22.4,07:50,京都/園部
08:11,hokurikubiwako,34,4,2,1,10,21,0.0,0.0,0.8,22.3,08:00,彦根/大津
08:11,kyoto,50,1,0,0,1,1,0.0,0.0,1.8,23.3,08:00,京都/大阪
08:11,nara,11,0,0,0,0,0,0.0,0.0,1.0,22.4,08:00,京都/京田辺
08:11,sagano,10,0,0,0,0,0,0.0,0.0,0.7,22.4,08:00,京都/園部
08:23,hokurikubiwako,32,1,1,0,7,7,0.0,0.0,1.1,22.2,08:10,彦根/大津
08:23,kyoto,49,4,0,0,1,4,0.0,0.0,2.1,23.7,08:10,京都/大阪
08:23,nara,10,0,0,0,0,0,0.0,0.0,0.8,23.7,08:10,京都/京田辺
08:23,sagano,9,0,0,0,0,0,0.0,0.0,0.6,23.7,08:10,京都/園部
08:32,hokurikubiwako,33,1,0,0,3,3,0.0,0.0,0.7,22.6,08:20,彦根/大津
08:32,kyoto,45,3,0,0,1,3,0.0,0.0,2.2,24.1,08:20,京都/大阪
08:32,nara,8,0,0,0,0,0,0.0,0.0,0.9,23.3,08:20,京都/京田辺
08:32,sagano,9,0,0,0,0,0,0.0,0.0,0.7,23.3,08:20,京都/園部
08:42,hokurikubiwako,31,3,0,0,1,3,0.0,0.0,1.7,22.8,08:30,彦根/大津
08:42,kyoto,46,3,0,0,2,4,0.0,0.0,2.1,24.3,08:30,京都/大阪
08:42,nara,8,0,0,0,0,0,0.0,0.0,0.7,23.9,08:30,京都/京田辺
08:42,sagano,11,0,0,0,0,0,0.0,0.0,0.7,23.5,08:30,京都/園部
08:50,hokurikubiwako,30,0,0,0,0,0,0.0,0.0,1.8,22.6,08:40,彦根/大津
08:50,kyoto,45,1,0,0,1,1,0.0,0.0,1.9,23.8,08:40,京都/大阪
08:50,nara,10,0,0,0,0,0,0.0,0.0,0.7,23.7,08:40,京都/京田辺
08:50,sagano,10,0,0,0,0,0,0.0,0.0,2.1,23.5,08:40,京都/園部
08:57,hokurikubiwako,30,0,0,0,0,0,0.0,0.0,1.6,23.9,08:50,彦根/大津
08:57,kyoto,42,0,0,0,0,0,0.0,0.0,2.1,23.6,08:50,京都/大阪
08:57,nara,9,0,0,0,0,0,0.0,0.0,0.9,23.7,08:50,京都/京田辺
08:57,sagano,10,0,0,0,0,0,0.0,0.0,2.5,23.6,08:50,京都/園部
09:13,hokurikubiwako,27,2,0,0,1,2,0.0,0.0,1.9,23.7,09:00,彦根/大津
09:13,kyoto,40,2,0,0,1,2,0.0,0.0,1.4,24.6,09:00,京都/大阪
09:13,nara,7,0,0,0,0,0,0.0,0.0,0.7,23.7,09:00,京都/京田辺
09:13,sagano,7,0,0,0,0,0,0.0,0.0,2.8,23.7,09:00,京都/園部
09:34,hokurikubiwako,24,0,0,0,0,0,0.0,0.0,2.1,23.9,09:20,彦根/大津
09:34,kyoto,38,3,0,0,1,3,0.0,0.0,2.3,24.7,09:20,京都/大阪
09:34,nara,8,1,0,0,3,3,0.0,0.0,0.9,24.8,09:20,京都/京田辺
09:34,sagano,8,1,0,0,1,1,0.0,0.0,2.9,24.1,09:20,京都/園部
09:48,hokurikubiwako,23,0,0,0,0,0,0.0,0.0,1.6,24.2,09:40,彦根/大津
09:48,kyoto,38,1,0,0,1,1,0.0,0.0,2.4,25.3,09:40,京都/大阪
09:48,nara,9,1,0,0,1,1,0.0,0.0,1.4,24.8,09:40,京都/京田辺
09:48,sagano,7,1,0,0,1,1,0.0,0.0,1.8,24.8,09:40,京都/園部
09:58,hokurikubiwako,24,0,0,0,0,0,0.0,0.0,1.4,24.7,09:50,彦根/大津
09:58,kyoto,34,3,0,0,2,5,0.0,0.0,2.1,25.3,09:50,京都/大阪
09:58,nara,9,0,0,0,0,0,0.0,0.0,2.1,25.2,09:50,京都/京田辺
09:58,sagano,7,1,0,0,1,1,0.0,0.0,2.3,25.2,09:50,京都/園部
10:10,hokurikubiwako,22,0,0,0,0,0,0.0,0.0,1.5,24.6,10:00,彦根/大津
10:10,kyoto,36,3,0,0,2,5,0.0,0.0,1.7,25.8,10:00,京都/大阪
10:10,nara,10,0,0,0,0,0,0.0,0.0,1.6,25.2,10:00,京都/京田辺
10:10,sagano,6,1,0,0,1,1,0.0,0.0,1.8,25.2,10:00,京都/園部
10:22,hokurikubiwako,19,2,0,0,2,3,0.0,0.0,1.5,24.8,10:10,彦根/大津
10:22,kyoto,31,4,0,0,1,4,0.0,0.0,2.3,26.5,10:10,京都/大阪
10:22,nara,10,0,0,0,0,0,0.0,0.0,1.6,25.5,10:10,京都/京田辺
10:22,sagano,6,0,0,0,0,0,0.0,0.0,1.6,25.5,10:10,京都/園部
10:32,hokurikubiwako,21,3,0,0,3,5,0.0,0.0,2.0,25.0,10:20,彦根/大津
10:32,kyoto,34,2,0,0,1,2,0.0,0.0,2.4,26.5,10:20,京都/大阪
10:32,nara,7,1,0,0,1,1,0.0,0.0,2.4,26.5,10:20,京都/京田辺
10:32,sagano,8,0,0,0,0,0,0.0,0.0,2.4,26.5,10:20,京都/園部
10:42,hokurikubiwako,20,3,0,0,3,6,0.0,0.0,2.1,25.6,10:30,彦根/大津
10:42,kyoto,31,2,0,0,1,2,0.0,0.0,1.7,26.0,10:30,京都/大阪
10:42,nara,10,0,0,0,0,0,0.0,0.0,1.6,26.0,10:30,京都/京田辺
10:42,sagano,8,0,0,0,0,0,0.0,0.0,2.3,26.1,10:30,京都/園部
10:50,hokurikubiwako,16,3,0,0,4,6,0.0,0.0,2.1,26.4,10:40,彦根/大津
10:50,kyoto,30,4,0,0,1,4,0.0,0.0,2.6,26.7,10:40,京都/大阪
10:50,nara,10,0,0,0,0,0,0.0,0.0,2.1,26.7,10:40,京都/京田辺
10:50,sagano,8,0,0,0,0,0,0.0,0.0,2.4,26.7,10:40,京都/園部
10:57,hokurikubiwako,19,4,0,0,4,8,0.0,0.0,2.1,26.4,10:40,彦根/大津
10:57,kyoto,32,2,0,0,1,2,0.0,0.0,2.6,26.7,10:40,京都/大阪
10:57,nara,9,0,0,0,0,0,0.0,0.0,2.1,26.7,10:40,京都/京田辺
10:57,sagano,6,0,0,0,0,0,0.0,0.0,2.4,26.7,10:40,京都/園部
11:08,hokurikubiwako,19,2,0,0,3,5,0.0,0.0,2.1,24.7,11:00,彦根/大津
11:08,kyoto,34,2,0,0,3,4,0.0,0.0,2.8,27.2,11:00,京都/大阪
11:08,nara,9,0,0,0,0,0,0.0,0.0,1.8,27.1,11:00,京都/京田辺
11:08,sagano,5,0,0,0,0,0,0.0,0.0,2.3,26.8,11:00,京都/園部
11:21,hokurikubiwako,19,2,0,0,2,3,0.0,0.0,2.5,25.5,11:10,彦根/大津
11:21,kyoto,32,2,0,0,2,4,0.0,0.0,2.3,27.2,11:10,京都/大阪
11:21,nara,10,0,0,0,0,0,0.0,0.0,2.3,27.2,11:10,京都/京田辺
11:21,sagano,6,0,0,0,0,0,0.0,0.0,2.3,27.2,11:10,京都/園部
11:33,hokurikubiwako,18,0,0,0,0,0,0.0,0.0,3.0,25.3,11:20,彦根/大津
11:33,kyoto,32,1,0,0,2,2,0.0,0.0,3.5,27.6,11:20,京都/大阪
11:33,nara,8,0,0,0,0,0,0.0,0.0,2.6,27.6,11:20,京都/京田辺
11:33,sagano,7,0,0,0,0,0,0.0,0.0,2.6,27.6,11:20,京都/園部
11:44,hokurikubiwako,18,1,0,0,1,1,0.0,0.0,2.8,25.7,11:30,彦根/大津
11:44,kyoto,31,5,0,0,2,6,0.0,0.0,2.6,27.6,11:30,京都/大阪
11:44,nara,8,0,0,0,0,0,0.0,0.0,2.6,27.7,11:30,京都/京田辺
11:44,sagano,9,0,0,0,0,0,0.0,0.0,2.6,27.0,11:30,京都/園部
11:53,hokurikubiwako,16,0,0,0,0,0,0.0,0.0,3.0,26.0,11:40,彦根/大津
11:53,kyoto,29,1,0,0,1,1,0.0,0.0,2.3,28.0,11:40,京都/大阪
11:53,nara,10,0,0,0,0,0,0.0,0.0,2.3,27.2,11:40,京都/京田辺
11:53,sagano,7,0,0,0,0,0,0.0,0.0,2.3,27.2,11:40,京都/園部
12:01,hokurikubiwako,20,1,0,0,1,1,0.0,0.0,2.7,26.1,11:50,彦根/大津
12:01,kyoto,33,2,0,0,1,2,0.0,0.0,2.6,28.3,11:50,京都/大阪
12:01,nara,8,0,0,0,0,0,0.0,0.0,1.8,28.3,11:50,京都/京田辺
12:01,sagano,7,0,0,0,0,0,0.0,0.0,1.8,28.3,11:50,京都/園部
12:15,hokurikubiwako,19,2,0,0,1,2,0.0,0.0,3.2,25.8,12:00,彦根/大津
12:15,kyoto,33,2,0,0,1,2,0.0,0.0,1.8,27.9,12:00,京都/大阪
12:15,nara,9,0,0,0,0,0,0.0,0.0,1.7,27.9,12:00,京都/京田辺
12:15,sagano,7,0,0,0,0,0,0.0,0.0,3.5,27.9,12:00,京都/園部
12:27,hokurikubiwako,19,1,0,0,1,1,0.0,0.0,3.2,26.4,12:20,彦根/大津
12:27,kyoto,32,2,0,0,1,2,0.0,0.0,1.7,27.6,12:20,京都/大阪
12:27,nara,9,0,0,0,0,0,0.0,0.0,1.7,27.6,12:20,京都/京田辺
12:27,sagano,7,0,0,0,0,0,0.0,0.0,3.6,28.0,12:20,京都/園部
12:40,hokurikubiwako,17,1,0,0,1,1,0.0,0.0,2.9,26.1,12:30,彦根/大津
12:40,kyoto,32,1,0,0,1,1,0.0,0.0,2.7,28.2,12:30,京都/大阪
12:40,nara,10,0,0,0,0,0,0.0,0.0,2.7,28.2,12:30,京都/京田辺
12:40,sagano,8,0,0,0,0,0,0.0,0.0,3.3,28.2,12:30,京都/園部
12:50,hokurikubiwako,15,1,0,0,1,1,0.0,0.0,2.6,26.9,12:40,彦根/大津
12:50,kyoto,30,3,0,0,2,4,0.0,0.0,2.8,28.8,12:40,京都/大阪
12:50,nara,10,0,0,0,0,0,0.0,0.0,2.8,28.7,12:40,京都/京田辺
12:50,sagano,8,0,0,0,0,0,0.0,0.0,2.8,28.7,12:40,京都/園部
12:58,hokurikubiwako,18,0,0,0,0,0,0.0,0.0,3.0,26.2,12:50,彦根/大津
12:58,kyoto,29,3,0,0,2,4,0.0,0.0,3.0,28.9,12:50,京都/大阪
12:58,nara,9,0,0,0,0,0,0.0,0.0,2.4,28.9,12:50,京都/京田辺
12:58,sagano,6,0,0,0,0,0,0.0,0.0,3.1,28.9,12:50,京都/園部
13:10,hokurikubiwako,19,1,0,0,1,1,0.0,0.0,2.6,26.5,13:00,彦根/大津
13:10,kyoto,35,3,0,0,3,6,0.0,0.0,2.5,29.1,13:00,京都/大阪
13:10,nara,10,0,0,0,0,0,0.0,0.0,2.5,29.1,13:00,京都/京田辺
13:10,sagano,6,0,0,0,0,0,0.0,0.0,3.0,29.1,13:00,京都/園部
13:25,hokurikubiwako,19,1,0,0,1,1,0.0,0.0,2.9,26.1,13:10,彦根/大津
13:25,kyoto,31,2,0,0,2,4,0.0,0.0,2.1,28.7,13:10,京都/大阪
13:25,nara,9,0,0,0,0,0,0.0,0.0,2.1,28.7,13:10,京都/京田辺
13:25,sagano,6,0,0,0,0,0,0.0,0.0,2.4,28.7,13:10,京都/園部
13:38,hokurikubiwako,17,2,0,0,2,4,0.0,0.0,2.8,26.8,13:30,彦根/大津
13:38,kyoto,31,3,0,0,2,5,0.0,0.0,2.6,29.4,13:30,京都/大阪
13:38,nara,9,0,0,0,0,0,0.0,0.0,2.6,29.4,13:30,京都/京田辺
13:38,sagano,8,0,0,0,0,0,0.0,0.0,3.5,29.4,13:30,京都/園部
13:50,hokurikubiwako,16,1,0,0,2,2,0.0,0.0,2.9,26.8,13:40,彦根/大津
13:50,kyoto,30,1,0,0,1,1,0.0,0.0,2.1,29.7,13:40,京都/大阪
13:50,nara,10,0,0,0,0,0,0.0,0.0,2.1,29.7,13:40,京都/京田辺
13:50,sagano,8,0,0,0,0,0,0.0,0.0,3.2,29.7,13:40,京都/園部
13:58,hokurikubiwako,19,1,0,0,1,1,0.0,0.0,2.7,27.0,13:50,彦根/大津
13:58,kyoto,29,1,0,0,1,1,0.0,0.0,2.0,29.2,13:50,京都/大阪
13:58,nara,9,0,0,0,0,0,0.0,0.0,2.0,29.2,13:50,京都/京田辺
13:58,sagano,7,0,0,0,0,0,0.0,0.0,3.6,29.2,13:50,京都/園部
14:10,hokurikubiwako,18,0,0,0,0,0,0.0,0.0,2.6,27.1,14:00,彦根/大津
14:10,kyoto,34,1,0,0,1,1,0.0,0.0,1.9,29.6,14:00,京都/大阪
14:10,nara,10,0,0,0,0,0,0.0,0.0,1.9,29.0,14:00,京都/京田辺
14:10,sagano,6,0,0,0,0,0,0.0,0.0,4.3,29.0,14:00,京都/園部
14:23,hokurikubiwako,19,4,0,0,2,5,0.0,0.0,3.1,27.3,14:10,彦根/大津
14:23,kyoto,31,2,0,0,2,3,0.0,0.0,2.1,29.0,14:10,京都/大阪
14:23,nara,10,0,0,0,0,0,0.0,0.0,2.1,29.0,14:10,京都/京田辺
14:23,sagano,6,0,0,0,0,0,0.0,0.0,4.3,29.0,14:10,京都/園部
14:34,hokurikubiwako,19,2,0,0,3,4,0.0,0.0,3.5,26.8,14:20,彦根/大津
14:34,kyoto,32,1,0,0,1,1,0.0,0.0,2.5,29.6,14:20,京都/大阪
14:34,nara,9,0,0,0,0,0,0.0,0.0,2.5,29.6,14:20,京都/京田辺
14:34,sagano,8,0,0,0,0,0,0.0,0.0,3.3,29.6,14:20,京都/園部
14:46,hokurikubiwako,16,2,0,0,1,2,0.0,0.0,2.8,27.2,14:30,彦根/大津
14:46,kyoto,32,2,0,0,1,2,0.0,0.0,2.6,29.8,14:30,京都/大阪
14:46,nara,10,0,0,0,0,0,0.0,0.0,2.6,29.8,14:30,京都/京田辺
14:46,sagano,9,0,0,0,0,0,0.0,0.0,4.4,29.8,14:30,京都/園部
14:55,hokurikubiwako,16,0,0,0,0,0,0.0,0.0,3.6,27.1,14:40,彦根/大津
14:55,kyoto,31,4,0,0,2,5,0.0,0.0,2.8,29.4,14:40,京都/大阪
14:55,nara,9,0,0,0,0,0,0.0,0.0,1.9,29.4,14:40,京都/京田辺
14:55,sagano,7,0,0,0,0,0,0.0,0.0,4.2,29.4,14:40,京都/園部
15:04,hokurikubiwako,21,0,0,0,0,0,0.0,0.0,2.8,27.3,14:50,彦根/大津
15:04,kyoto,36,1,0,0,2,2,0.0,0.0,1.8,29.1,14:50,京都/大阪
15:04,nara,9,0,0,0,0,0,0.0,0.0,1.8,29.1,14:50,京都/京田辺
15:04,sagano,6,0,0,0,0,0,0.0,0.0,2.7,29.1,14:50,京都/園部
15:25,hokurikubiwako,21,2,0,0,2,3,0.0,0.0,3.3,26.9,15:10,彦根/大津
15:25,kyoto,36,2,0,0,1,2,0.0,0.0,2.7,29.1,15:10,京都/大阪
