時刻,路線,在線,遅延1分以上,遅延5分以上,遅延10分以上,最大遅延,遅延合計,1時間雨量,10分雨量,風速,気温,観測時刻,観測地点
15:25,nara,9,0,0,0,0,0,0.0,0.0,2.7,29.1,15:10,京都/京田辺
15:25,sagano,6,0,0,0,0,0,0.0,0.0,2.9,29.1,15:10,京都/園部
15:42,hokurikubiwako,18,2,0,0,1,2,0.0,0.0,3.9,26.7,15:30,彦根/大津
15:42,kyoto,31,3,0,0,1,3,0.0,0.0,2.7,28.8,15:30,京都/大阪
15:42,nara,10,0,0,0,0,0,0.0,0.0,2.7,28.8,15:30,京都/京田辺
15:42,sagano,9,0,0,0,0,0,0.0,0.0,3.6,28.8,15:30,京都/園部
15:55,hokurikubiwako,19,1,0,0,1,1,0.0,0.0,3.5,27.1,15:40,彦根/大津
15:55,kyoto,33,0,0,0,0,0,0.0,0.0,2.5,29.1,15:40,京都/大阪
15:55,nara,9,0,0,0,0,0,0.0,0.0,2.5,28.7,15:40,京都/京田辺
15:55,sagano,8,1,0,0,1,1,0.0,0.0,3.3,28.7,15:40,京都/園部
16:06,hokurikubiwako,24,1,0,0,1,1,0.0,0.0,3.9,27.0,15:50,彦根/大津
16:06,kyoto,37,1,0,0,1,1,0.0,0.0,3.5,29.0,15:50,京都/大阪
16:06,nara,9,0,0,0,0,0,0.0,0.0,3.5,28.9,15:50,京都/京田辺
16:06,sagano,5,1,0,0,1,1,0.0,0.0,3.5,28.4,15:50,京都/園部
16:21,hokurikubiwako,23,1,0,0,2,2,0.0,0.0,3.4,26.1,16:10,彦根/大津
16:21,kyoto,32,0,0,0,0,0,0.0,0.0,2.4,28.7,16:10,京都/大阪
16:21,nara,10,1,0,0,1,1,0.0,0.0,2.4,28.2,16:10,京都/京田辺
16:21,sagano,7,0,0,0,0,0,0.0,0.0,2.5,28.2,16:10,京都/園部
16:34,hokurikubiwako,26,1,0,0,1,1,0.0,0.0,3.3,25.8,16:20,彦根/大津
16:34,kyoto,37,1,0,0,1,1,0.0,0.0,2.8,28.7,16:20,京都/大阪
16:34,nara,9,2,0,0,1,2,0.0,0.0,2.8,28.2,16:20,京都/京田辺
16:34,sagano,10,0,0,0,0,0,0.0,0.0,3.2,28.2,16:20,京都/園部
16:46,hokurikubiwako,21,2,0,0,2,3,0.0,0.0,4.7,26.1,16:30,彦根/大津
16:46,kyoto,37,2,0,0,1,2,0.0,0.0,2.5,28.4,16:30,京都/大阪
16:46,nara,9,1,0,0,1,1,0.0,0.0,2.5,27.9,16:30,京都/京田辺
16:46,sagano,10,0,0,0,0,0,0.0,0.0,3.6,27.9,16:30,京都/園部
16:55,hokurikubiwako,24,2,0,0,2,3,0.0,0.0,4.0,26.5,16:40,彦根/大津
16:55,kyoto,40,2,0,0,1,2,0.0,0.0,2.7,28.1,16:40,京都/大阪
16:55,nara,9,3,0,0,1,3,0.0,0.0,2.7,27.7,16:40,京都/京田辺
16:55,sagano,8,0,0,0,0,0,0.0,0.0,2.7,27.7,16:40,京都/園部
17:05,hokurikubiwako,28,1,0,0,1,1,0.0,0.0,4.4,25.8,16:50,彦根/大津
17:05,kyoto,39,1,0,0,1,1,0.0,0.0,2.5,28.1,16:50,京都/大阪
17:05,nara,9,3,0,0,1,3,0.0,0.0,2.5,27.7,16:50,京都/京田辺
17:05,sagano,7,0,0,0,0,0,0.0,0.0,2.6,27.7,16:50,京都/園部
17:22,hokurikubiwako,23,2,0,0,1,2,0.0,0.0,4.1,25.4,17:10,彦根/大津
17:22,kyoto,34,1,0,0,1,1,0.0,0.0,2.4,28.1,17:10,京都/大阪
17:22,nara,10,1,0,0,1,1,0.0,0.0,2.4,27.0,17:10,京都/京田辺
17:22,sagano,8,0,0,0,0,0,0.0,0.0,2.4,27.0,17:10,京都/園部
17:35,hokurikubiwako,29,1,0,0,1,1,0.0,0.0,3.7,25.3,17:20,彦根/大津
17:35,kyoto,38,2,0,0,2,3,0.0,0.0,2.3,28.2,17:20,京都/大阪
17:35,nara,9,1,0,0,1,1,0.0,0.0,2.3,26.9,17:20,京都/京田辺
17:35,sagano,10,0,0,0,0,0,0.0,0.0,2.6,26.9,17:20,京都/園部
17:48,hokurikubiwako,28,1,0,0,1,1,0.0,0.0,3.2,24.9,17:40,彦根/大津
17:48,kyoto,40,2,0,0,1,2,0.0,0.0,3.2,28.2,17:40,京都/大阪
17:48,nara,10,0,0,0,0,0,0.0,0.0,3.2,26.7,17:40,京都/京田辺
17:48,sagano,12,1,0,0,1,1,0.0,0.0,3.2,26.7,17:40,京都/園部
17:57,hokurikubiwako,29,1,0,0,2,2,0.0,0.0,3.0,24.9,17:50,彦根/大津
17:57,kyoto,37,1,0,0,1,1,0.0,0.0,2.8,28.3,17:50,京都/大阪
17:57,nara,9,0,0,0,0,0,0.0,0.0,2.8,26.5,17:50,京都/京田辺
17:57,sagano,10,0,0,0,0,0,0.0,0.0,2.8,26.5,17:50,京都/園部
18:08,hokurikubiwako,26,0,0,0,0,0,0.0,0.0,3.0,24.7,18:00,彦根/大津
18:08,kyoto,40,1,0,0,1,1,0.0,0.0,2.5,28.2,18:00,京都/大阪
18:08,nara,9,0,0,0,0,0,0.0,0.0,2.5,26.4,18:00,京都/京田辺
18:08,sagano,9,0,0,0,0,0,0.0,0.0,2.5,26.4,18:00,京都/園部
18:24,hokurikubiwako,28,2,0,0,1,2,0.0,0.0,3.7,24.5,18:10,彦根/大津
18:24,kyoto,39,4,0,0,2,5,0.0,0.0,3.1,27.7,18:10,京都/大阪
18:24,nara,9,0,0,0,0,0,0.0,0.0,3.1,26.1,18:10,京都/京田辺
18:24,sagano,8,0,0,0,0,0,0.0,0.0,3.1,26.1,18:10,京都/園部
18:36,hokurikubiwako,28,4,0,0,2,5,0.0,0.0,3.7,24.5,18:30,彦根/大津
18:36,kyoto,40,5,0,0,1,5,0.0,0.0,2.9,27.2,18:30,京都/大阪
18:36,nara,10,0,0,0,0,0,0.0,0.0,2.9,25.6,18:30,京都/京田辺
18:36,sagano,9,0,0,0,0,0,0.0,0.0,2.9,25.6,18:30,京都/園部
18:48,hokurikubiwako,26,4,0,0,2,5,0.0,0.0,4.1,24.4,18:40,彦根/大津
18:48,kyoto,40,4,0,0,1,4,0.0,0.0,2.7,27.3,18:40,京都/大阪
18:48,nara,10,0,0,0,0,0,0.0,0.0,2.4,25.5,18:40,京都/京田辺
18:48,sagano,10,0,0,0,0,0,0.0,0.0,2.4,25.5,18:40,京都/園部
18:56,hokurikubiwako,27,5,0,0,3,7,0.0,0.0,4.1,24.4,18:40,彦根/大津
18:56,kyoto,37,5,0,0,1,5,0.0,0.0,2.7,27.3,18:40,京都/大阪
18:56,nara,9,0,0,0,0,0,0.0,0.0,2.4,25.5,18:40,京都/京田辺
18:56,sagano,9,0,0,0,0,0,0.0,0.0,2.4,25.5,18:40,京都/園部
19:07,hokurikubiwako,30,4,0,0,2,6,0.0,0.0,3.1,24.4,19:00,彦根/大津
19:07,kyoto,38,5,0,0,4,8,0.0,0.0,2.6,26.5,19:00,京都/大阪
19:07,nara,11,0,0,0,0,0,0.0,0.0,2.1,25.3,19:00,京都/京田辺
19:07,sagano,7,0,0,0,0,0,0.0,0.0,2.1,25.3,19:00,京都/園部
19:22,hokurikubiwako,27,9,2,0,9,27,0.0,0.0,2.7,24.1,19:10,彦根/大津
19:22,kyoto,36,7,0,0,3,11,0.0,0.0,2.5,26.4,19:10,京都/大阪
19:22,nara,9,0,0,0,0,0,0.0,0.0,1.7,25.3,19:10,京都/京田辺
19:22,sagano,8,0,0,0,0,0,0.0,0.0,1.9,25.3,19:10,京都/園部
19:36,hokurikubiwako,31,13,2,1,15,42,0.0,0.0,3.0,24.1,19:20,彦根/大津
19:36,kyoto,41,9,0,0,4,17,0.0,0.0,2.5,26.6,19:20,京都/大阪
19:36,nara,10,0,0,0,0,0,0.0,0.0,1.6,25.4,19:20,京都/京田辺
19:36,sagano,8,0,0,0,0,0,0.0,0.0,1.8,25.4,19:20,京都/園部
19:46,hokurikubiwako,26,9,3,1,17,44,0.0,0.0,2.4,24.1,19:30,彦根/大津
19:46,kyoto,41,5,1,0,8,12,0.0,0.0,2.4,26.5,19:30,京都/大阪
19:46,nara,9,0,0,0,0,0,0.0,0.0,2.4,25.2,19:30,京都/京田辺
19:46,sagano,11,0,0,0,0,0,0.0,0.0,2.4,25.2,19:30,京都/園部
19:56,hokurikubiwako,28,8,3,1,19,41,0.0,0.0,2.3,23.9,19:40,彦根/大津
19:56,kyoto,41,5,3,1,19,35,0.0,0.0,2.8,26.5,19:40,京都/大阪
19:56,nara,8,0,0,0,0,0,0.0,0.0,2.8,25.1,19:40,京都/京田辺
19:56,sagano,10,0,0,0,0,0,0.0,0.0,2.8,25.1,19:40,京都/園部
20:05,hokurikubiwako,30,5,2,1,20,32,0.0,0.0,3.2,23.8,19:50,彦根/大津
20:05,kyoto,41,9,4,1,20,46,0.0,0.0,2.2,26.4,19:50,京都/大阪
20:05,nara,8,0,0,0,0,0,0.0,0.0,2.2,25.1,19:50,京都/京田辺
20:05,sagano,8,0,0,0,0,0,0.0,0.0,2.2,25.1,19:50,京都/園部
20:21,hokurikubiwako,22,2,0,0,2,3,0.0,0.0,3.3,23.8,20:10,彦根/大津
20:21,kyoto,37,7,3,1,22,46,0.0,0.0,2.2,25.8,20:10,京都/大阪
20:21,nara,7,0,0,0,0,0,0.0,0.0,2.2,24.8,20:10,京都/京田辺
20:21,sagano,6,0,0,0,0,0,0.0,0.0,2.2,24.8,20:10,京都/園部
20:33,hokurikubiwako,27,1,1,0,7,7,0.0,0.0,2.9,23.6,20:20,彦根/大津
20:33,kyoto,41,7,2,1,21,42,0.0,0.0,2.5,25.7,20:20,京都/大阪
20:33,nara,8,2,0,0,3,4,0.0,0.0,1.5,24.7,20:20,京都/京田辺
20:33,sagano,5,0,0,0,0,0,0.0,0.0,1.5,24.7,20:20,京都/園部
20:46,hokurikubiwako,23,2,0,0,2,4,0.0,0.0,3.2,23.5,20:30,彦根/大津
20:46,kyoto,37,9,1,1,12,30,0.0,0.0,2.4,25.7,20:30,京都/大阪
20:46,nara,8,1,0,0,3,3,0.0,0.0,2.4,24.6,20:30,京都/京田辺
20:46,sagano,8,0,0,0,0,0,0.0,0.0,2.4,24.6,20:30,京都/園部
20:55,hokurikubiwako,25,1,0,0,1,1,0.0,0.0,3.1,23.5,20:40,彦根/大津
20:55,kyoto,40,3,0,0,2,5,0.0,0.0,2.7,25.7,20:40,京都/大阪
20:55,nara,6,0,0,0,0,0,0.0,0.0,2.7,24.3,20:40,京都/京田辺
20:55,sagano,7,1,1,0,6,6,0.0,0.0,2.7,24.3,20:40,京都/園部
21:05,hokurikubiwako,22,2,0,0,1,2,0.0,0.0,2.5,23.4,20:50,彦根/大津
21:05,kyoto,38,2,0,0,1,2,0.0,0.0,2.4,25.5,20:50,京都/大阪
21:05,nara,7,0,0,0,0,0,0.0,0.0,1.7,24.2,20:50,京都/京田辺
21:05,sagano,7,1,1,0,5,5,0.0,0.0,1.7,24.2,20:50,京都/園部
21:25,hokurikubiwako,22,2,0,0,1,2,0.0,0.0,1.9,23.3,21:10,彦根/大津
21:25,kyoto,35,1,0,0,1,1,0.0,0.0,1.7,25.4,21:10,京都/大阪
21:25,nara,6,0,0,0,0,0,0.0,0.0,1.6,24.1,21:10,京都/京田辺
21:25,sagano,7,1,1,0,8,8,0.0,0.0,1.6,24.1,21:10,京都/園部
21:42,hokurikubiwako,22,0,0,0,0,0,0.0,0.0,1.7,23.2,21:30,彦根/大津
21:42,kyoto,33,0,0,0,0,0,0.0,0.0,2.0,25.2,21:30,京都/大阪
21:42,nara,7,0,0,0,0,0,0.0,0.0,1.3,24.1,21:30,京都/京田辺
21:42,sagano,6,0,0,0,0,0,0.0,0.0,1.3,24.1,21:30,京都/園部
21:55,hokurikubiwako,20,1,0,0,1,1,0.0,0.0,1.4,23.2,21:40,彦根/大津
21:55,kyoto,31,6,1,0,6,16,0.0,0.0,2.8,25.1,21:40,京都/大阪
21:55,nara,6,0,0,0,0,0,0.0,0.0,1.4,23.9,21:40,京都/京田辺
21:55,sagano,5,0,0,0,0,0,0.0,0.0,1.6,23.9,21:40,京都/園部
22:05,hokurikubiwako,21,1,0,0,1,1,0.0,0.0,2.0,23.2,21:50,彦根/大津
22:05,kyoto,29,5,0,0,3,8,0.0,0.0,2.2,25.2,21:50,京都/大阪
22:05,nara,7,0,0,0,0,0,0.0,0.0,2.1,23.9,21:50,京都/京田辺
22:05,sagano,6,0,0,0,0,0,0.0,0.0,2.1,23.9,21:50,京都/園部
22:22,hokurikubiwako,18,2,0,0,2,3,0.0,0.0,1.6,23.1,22:10,彦根/大津
22:22,kyoto,27,2,0,0,2,3,0.0,0.0,2.5,25.0,22:10,京都/大阪
22:22,nara,6,1,0,0,1,1,0.0,0.0,2.5,23.5,22:10,京都/京田辺
22:22,sagano,4,0,0,0,0,0,0.0,0.0,2.5,23.5,22:10,京都/園部
22:35,hokurikubiwako,14,0,0,0,0,0,0.0,0.0,1.8,23.1,22:20,彦根/大津
22:35,kyoto,25,1,0,0,2,2,0.0,0.0,2.5,25.0,22:20,京都/大阪
22:35,nara,5,0,0,0,0,0,0.0,0.0,2.5,23.7,22:20,京都/京田辺
22:35,sagano,3,0,0,0,0,0,0.0,0.0,2.5,23.7,22:20,京都/園部
22:47,hokurikubiwako,14,0,0,0,0,0,0.0,0.0,1.0,23.0,22:40,彦根/大津
22:47,kyoto,25,1,0,0,4,4,0.0,0.0,2.0,24.7,22:40,京都/大阪
22:47,nara,6,0,0,0,0,0,0.0,0.0,1.8,23.6,22:40,京都/京田辺
22:47,sagano,4,0,0,0,0,0,0.0,0.0,1.8,23.6,22:40,京都/園部
22:57,hokurikubiwako,12,1,0,0,3,3,0.0,0.0,1.5,23.0,22:50,彦根/大津
22:57,kyoto,21,1,0,0,3,3,0.0,0.0,2.1,24.8,22:50,京都/大阪
22:57,nara,5,0,0,0,0,0,0.0,0.0,2.1,23.3,22:50,京都/京田辺
22:57,sagano,4,0,0,0,0,0,0.0,0.0,2.1,23.3,22:50,京都/園部
23:09,hokurikubiwako,15,1,0,0,1,1,0.0,0.0,2.0,22.9,23:00,彦根/大津
23:09,kyoto,21,2,1,0,5,6,0.0,0.0,2.2,24.7,23:00,京都/大阪
23:09,nara,4,0,0,0,0,0,0.0,0.0,2.2,23.3,23:00,京都/京田辺
23:09,sagano,4,0,0,0,0,0,0.0,0.0,2.2,23.3,23:00,京都/園部
23:24,hokurikubiwako,12,2,0,0,1,2,0.0,0.0,1.5,22.9,23:10,彦根/大津
23:24,kyoto,24,4,1,0,9,18,0.0,0.0,2.5,24.6,23:10,京都/大阪
23:24,nara,5,0,0,0,0,0,0.0,0.0,1.2,23.3,23:10,京都/京田辺
23:24,sagano,3,0,0,0,0,0,0.0,0.0,1.2,23.3,23:10,京都/園部
