時刻,路線,列車番号,種別,行先,方向,位置,遅延分,号車:乗車率:状態:温度
00:40,kyoto,535C,普通,大阪,1,東淀川駅,0,1:36:1:22:;2:31:1:22:3;3:11:1:23:;4:42:1:24:;5:11:1:22:4;6:26:1:23:3;7:31:1:23:
00:50,hokurikubiwako,846T,普通,野洲,0,栗東〜草津,4,1:3:1:25:;2:0:1:27:3;3:7:1:25:;4:6:1:25:;5:0:1:26:;6:8:1:25:;7:4:1:27:3;8:1:1:25:
04:40,hokurikubiwako,705M,普通,網干,1,米原駅,0,1:0:1:24:;2:0:1:24:3;3:0:1:24:;4:0:1:24:;5:0:1:24:3;6:0:1:24:
04:40,sagano,220M,普通,京都,0,園部駅,0,1:0:1:21:;2:0:1:24:;3:0:1:23:;4:0:1:23:
04:49,hokurikubiwako,701M,普通,網干,1,野洲〜守山,0,1:5:1:21:;2:8:1:23:3;3:7:1:22:;4:2:1:22:;5:4:1:23:;6:5:1:22:;7:2:1:22:3;8:8:1:23:;9:1:1:25:;10:2:1:25:3;11:3:1:24:;12:0:1:24:
04:49,sagano,220M,普通,京都,0,八木〜吉富,0,1:13:1:22:;2:0:1:24:;3:30:1:22:;4:8:1:22:
04:56,hokurikubiwako,705M,普通,網干,1,米原駅,0,1:2:1:24:;2:1:1:24:3;3:1:1:24:;4:2:1:24:;5:2:1:24:3;6:3:1:24:
04:56,hokurikubiwako,701M,普通,網干,1,草津駅,0,1:4:1:22:;2:6:1:24:3;3:6:1:22:;4:0:1:21:;5:4:1:23:;6:7:1:22:;7:2:1:22:3;8:7:1:23:;9:6:1:25:;10:7:1:25:3;11:4:1:24:;12:1:1:24:
04:56,kyoto,101C,普通,西明石,1,高槻駅,0,1:8:1:20:;2:14:1:20:3;3:10:1:21:;4:19:1:21:;5:0:1:23:4;6:0:1:21:3;7:14:1:19:
04:56,kyoto,500C,普通,京都,0,高槻駅,0,1:18:1:22:;2:12:1:21:3;3:17:1:22:;4:14:1:22:;5:0:1:22:4;6:0:1:22:3;7:11:1:23:
04:56,sagano,220M,普通,京都,0,並河駅,0,1:22:1:22:;2:0:1:24:;3:32:1:22:;4:14:1:22:
05:06,hokurikubiwako,705M,普通,網干,1,彦根〜南彦根,0,1:7:1:24:;2:7:1:24:3;3:5:1:24:;4:3:1:24:;5:6:1:24:3;6:8:1:24:
05:06,hokurikubiwako,701M,普通,網干,1,石山駅,0,1:8:1:22:;2:5:1:24:3;3:11:1:22:;4:3:1:22:;5:14:1:22:;6:15:1:22:;7:6:1:22:3;8:15:1:23:;9:17:1:25:;10:12:1:25:3;11:6:1:25:;12:5:1:24:
05:06,hokurikubiwako,107C,普通,西明石,1,西大路駅,0,1:6:1:25:;2:3:1:26:3;3:7:1:25:;4:10:1:25:;5:3:1:26:4;6:3:1:26:3;7:2:1:25:
05:06,kyoto,500C,普通,京都,0,長岡京〜山崎,0,1:14:1:21:;2:16:1:21:3;3:21:1:22:;4:19:1:21:;5:0:1:21:4;6:0:1:21:3;7:14:1:22:
05:06,kyoto,101C,普通,西明石,1,茨木駅,0,1:23:1:22:;2:24:1:22:3;3:22:1:22:;4:39:1:23:;5:3:1:24:4;6:10:1:22:3;7:26:1:21:
05:06,kyoto,502C,普通,京都,0,東淀川駅,0,1:16:1:24:;2:2:1:25:3;3:18:1:25:;4:20:1:25:;5:0:1:26:4;6:26:1:25:3;7:42:1:25:
05:06,kyoto,503C,普通,西明石,1,塚本駅,0,1:22:1:23:;2:18:1:23:3;3:22:1:23:;4:38:1:26:;5:22:1:23:4;6:24:1:23:3;7:31:1:21:
05:06,sagano,220M,普通,京都,0,保津峡駅,0,1:33:1:22:;2:8:1:24:;3:46:1:22:;4:35:1:22:
05:19,hokurikubiwako,705M,普通,網干,1,能登川〜安土,0,1:9:1:24:;2:14:1:24:3;3:15:1:25:;4:10:1:25:;5:13:1:24:3;6:12:1:24:
05:19,hokurikubiwako,703M,普通,姫路,1,草津駅,0,1:4:1:22:;2:5:1:22:3;3:2:1:22:;4:0:1:22:;5:10:1:22:;6:11:1:22:;7:7:1:23:3;8:4:1:22:;9:0:1:23:;10:2:1:24:3;11:0:1:22:;12:0:1:23:
05:19,hokurikubiwako,701M,普通,網干,1,京都駅,0,1:17:1:22:;2:7:1:24:3;3:15:1:21:;4:18:1:22:;5:26:1:22:;6:33:1:22:;7:17:1:21:3;8:27:1:23:;9:26:1:24:;10:18:1:25:3;11:15:1:25:;12:19:1:24:
05:19,kyoto,103C,普通,西明石,1,ＪＲ総持寺〜茨木,0,1:16:1:24:;2:10:1:25:3;3:20:1:22:;4:20:1:22:;5:0:1:22:4;6:16:1:22:3;7:22:1:22:
05:19,kyoto,502C,普通,京都,0,ＪＲ総持寺駅,0,1:37:1:24:;2:20:1:26:3;3:28:1:25:;4:25:1:25:;5:0:1:25:4;6:29:1:26:3;7:42:1:24:
05:19,kyoto,101C,普通,西明石,1,新大阪駅,0,1:43:1:22:;2:46:1:21:3;3:40:1:21:;4:54:1:24:;5:15:1:25:4;6:25:1:22:3;7:49:1:22:
05:19,kyoto,107C,普通,西明石,1,山崎〜島本,0,1:10:1:25:;2:11:1:26:3;3:13:1:25:;4:17:1:24:;5:4:1:26:4;6:3:1:26:3;7:0:1:25:
05:19,sagano,220M,普通,京都,0,二条駅,0,1:44:1:22:;2:23:1:25:;3:65:1:22:;4:60:1:22:
05:32,hokurikubiwako,711M,普通,姫路,1,米原〜彦根,0,1:10:1:22:;2:2:1:23:3;3:1:1:22:;4:0:1:22:;5:4:1:22:;6:2:1:22:;7:1:1:22:3;8:1:1:22:
05:32,hokurikubiwako,705M,普通,網干,1,篠原〜野洲,0,1:17:1:24:;2:25:1:24:3;3:30:1:24:;4:22:1:25:;5:25:1:24:3;6:19:1:25:
05:32,hokurikubiwako,903M,普通,京都,1,草津駅,0,1:5:1:23:;2:3:1:23:3;3:5:1:23:;4:4:1:23:;5:3:1:23:;6:5:1:22:;7:12:1:23:3;8:3:1:23:
05:32,hokurikubiwako,703M,普通,姫路,1,膳所〜大津,0,1:16:1:22:;2:19:1:23:3;3:13:1:22:;4:12:1:23:;5:21:1:23:;6:25:1:22:;7:13:1:22:3;8:11:1:22:;9:5:1:22:;10:3:1:24:3;11:2:1:22:;12:0:1:23:
05:32,kyoto,111C,普通,西明石,1,向日町駅,0,1:11:1:22:;2:7:1:22:3;3:13:1:22:;4:27:1:22:;5:0:1:22:4;6:0:1:22:3;7:18:1:22:
05:32,kyoto,701M,快速,網干,1,長岡京〜山崎,0,1:12:1:22:;2:9:1:24:3;3:18:1:22:;4:11:1:22:;5:9:1:23:;6:14:1:22:;7:1:1:22:3;8:18:1:22:;9:14:1:25:;10:10:1:25:3;11:9:1:25:;12:3:1:24:
05:32,kyoto,502C,普通,京都,0,山崎駅,0,1:23:1:24:;2:16:1:26:3;3:31:1:25:;4:39:1:25:;5:5:1:26:4;6:35:1:26:3;7:49:1:24:
05:32,kyoto,107C,普通,西明石,1,茨木駅,0,1:18:1:25:;2:23:1:25:3;3:20:1:24:;4:22:1:25:;5:11:1:26:4;6:16:1:25:3;7:7:1:24:
05:32,kyoto,504C,普通,京都,0,千里丘〜岸辺,0,1:46:1:24:;2:41:1:23:3;3:38:1:23:;4:51:1:22:;5:38:1:22:4;6:26:1:23:3;7:31:1:23:
05:32,kyoto,103C,普通,西明石,1,東淀川駅,0,1:31:1:25:;2:26:1:25:3;3:26:1:22:;4:26:1:23:;5:10:1:22:4;6:21:1:22:3;7:20:1:23:
05:32,kyoto,506C,普通,京都,0,塚本駅,0,1:28:1:24:;2:38:1:25:3;3:37:1:24:;4:43:1:24:;5:53:1:24:4;6:50:1:25:3;7:53:1:24:
05:44,hokurikubiwako,711M,普通,姫路,1,河瀬〜稲枝,0,1:5:1:22:;2:4:1:22:3;3:8:1:22:;4:4:1:22:;5:8:1:23:;6:6:1:22:;7:0:1:22:3;8:5:1:22:
05:44,hokurikubiwako,705M,普通,網干,1,南草津駅,0,1:27:1:24:;2:39:1:25:3;3:27:1:24:;4:30:1:24:;5:35:1:25:3;6:22:1:24:
05:44,hokurikubiwako,900M,普通,米原,0,石山〜膳所,0,1:3:1:25:;2:5:1:26:3;3:3:1:24:;4:7:1:25:;5:15:1:25:;6:13:1:25:;7:16:1:27:3;8:13:1:24:;9:14:1:25:;10:6:1:26:3;11:4:1:25:;12:3:1:24:
05:44,hokurikubiwako,903M,普通,京都,1,膳所〜大津,0,1:17:1:23:;2:10:1:23:3;3:11:1:23:;4:6:1:22:;5:0:1:22:;6:7:1:23:;7:11:1:23:3;8:0:1:23:
05:44,hokurikubiwako,703M,快速,姫路,1,京都〜西大路,0,1:13:1:22:;2:14:1:23:3;3:5:1:22:;4:0:1:22:;5:12:1:23:;6:32:1:22:;7:28:1:23:3;8:16:1:23:;9:21:1:23:;10:5:1:24:3;11:14:1:22:;12:8:1:22:
05:44,hokurikubiwako,502C,普通,京都,0,京都〜西大路,0,1:30:1:25:;2:30:1:25:3;3:37:1:25:;4:52:1:24:;5:13:1:25:4;6:37:1:25:3;7:60:1:23:
05:44,hokurikubiwako,121M,普通,近江塩津,0,坂田〜米原,0,1:0:1:24:;2:0:1:24:3;3:2:1:24:;4:1:1:24:
05:44,kyoto,509C,普通,甲子園口,1,向日町〜長岡京,0,1:1:1:24:;2:2:1:25:3;3:9:1:24:;4:7:1:25:;5:3:1:25:4;6:4:1:25:3;7:8:1:24:
05:44,kyoto,701M,快速,網干,1,茨木駅,0,1:12:1:22:;2:18:1:24:3;3:31:1:22:;4:29:1:22:;5:33:1:22:;6:18:1:22:;7:15:1:23:3;8:29:1:22:;9:19:1:25:;10:11:1:25:3;11:11:1:25:;12:4:1:24:
05:44,kyoto,505C,普通,尼崎,1,岸辺駅,0,1:30:1:22:;2:18:1:21:3;3:25:1:22:;4:16:1:22:;5:12:1:22:4;6:25:1:22:3;7:31:1:22:
05:44,kyoto,506C,普通,京都,0,東淀川〜新大阪,0,1:31:1:24:;2:27:1:26:3;3:31:1:24:;4:27:1:24:;5:31:1:25:4;6:32:1:26:3;7:48:1:24:
05:44,kyoto,107C,普通,西明石,1,新大阪駅,0,1:33:1:25:;2:34:1:25:3;3:32:1:24:;4:34:1:25:;5:18:1:26:4;6:24:1:25:3;7:16:1:24:
05:44,kyoto,1100C,普通,吹田,0,大阪駅,0,1:27:1:21:;2:13:1:23:3;3:22:1:24:;4:33:1:22:;5:21:1:22:4;6:16:1:21:3;7:41:1:22:
05:44,kyoto,103C,普通,西明石,1,塚本駅,0,1:31:1:24:;2:37:1:25:3;3:49:1:23:;4:33:1:23:;5:17:1:23:4;6:63:1:22:3;7:58:1:23:
05:44,kyoto,111C,普通,西明石,1,島本〜高槻,0,1:18:1:22:;2:21:1:22:3;3:31:1:22:;4:32:1:22:;5:0:1:23:4;6:3:1:22:3;7:24:1:22:
05:44,kyoto,504C,普通,京都,0,島本〜高槻,0,1:54:1:23:;2:38:1:24:3;3:37:1:22:;4:45:1:23:;5:29:1:23:4;6:20:1:23:3;7:29:1:22:
05:44,sagano,221M,普通,園部,1,花園〜太秦,0,1:28:1:22:;2:9:1:25:;3:54:1:22:;4:35:1:22:
05:54,hokurikubiwako,723T,普通,姫路,1,米原駅,0,1:0:1:23:;2:1:1:23:3;3:0:1:22:;4:0:1:23:;5:3:1:24:3;6:0:1:24:;7:0:1:24:;8:0:1:24:;9:0:1:23:;10:1:1:24:;11:2:1:24:;12:0:1:23:
05:54,hokurikubiwako,711M,普通,姫路,1,安土〜近江八幡,0,1:10:1:22:;2:4:1:23:3;3:13:1:21:;4:10:1:21:;5:17:1:22:;6:18:1:21:;7:6:1:22:3;8:15:1:22:
05:54,hokurikubiwako,709M,う普通○,網干,1,野洲〜守山,0,1:5:1:22:;2:0:1:23:3;3:0:1:23:;4:4:1:23:;5:3:1:23:;6:0:1:23:3;7:0:1:23:;8:1:1:23:
05:54,hokurikubiwako,900M,普通,米原,0,草津駅,0,1:2:1:25:;2:10:1:26:3;3:3:1:25:;4:14:1:25:;5:23:1:25:;6:21:1:25:;7:14:1:26:3;8:15:1:25:;9:19:1:25:;10:14:1:26:3;11:11:1:24:;12:8:1:24:
05:54,hokurikubiwako,705M,普通,網干,1,膳所〜大津,0,1:40:1:24:;2:41:1:25:3;3:38:1:24:;4:42:1:24:;5:47:1:25:3;6:39:1:24:
05:54,hokurikubiwako,903M,普通,京都,1,山科〜京都,0,1:16:1:22:;2:10:1:22:3;3:9:1:22:;4:11:1:23:;5:9:1:23:;6:11:1:22:;7:16:1:23:3;8:7:1:23:
05:54,hokurikubiwako,115C,普通,西明石,1,西大路駅,0,1:11:1:24:;2:0:1:25:3;3:13:1:24:;4:12:1:24:;5:0:1:25:4;6:12:1:25:3;7:22:1:23:
05:54,hokurikubiwako,121M,普通,近江塩津,0,虎姫〜長浜,0,1:1:1:24:;2:1:1:24:3;3:2:1:24:;4:1:1:23:
05:54,hokurikubiwako,3207M,新快速,播州赤穂,1,近江塩津〜余呉,0,1:12:1:22:;2:0:1:22:3;3:6:1:21:;4:3:1:21:
05:54,kyoto,1001M,関空特急,関西空港,1,向日町〜長岡京,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:9:1:25:;8:7:1:25:;9:9:1:25:
05:54,kyoto,504C,普通,京都,0,長岡京駅,0,1:24:1:23:;2:32:1:23:3;3:36:1:22:;4:39:1:22:;5:39:1:22:4;6:1:1:23:3;7:16:1:22:
05:54,kyoto,703M,快速,姫路,1,山崎駅,0,1:6:1:22:;2:6:1:22:3;3:4:1:22:;4:2:1:22:;5:16:1:23:;6:28:1:22:;7:31:1:23:3;8:26:1:23:;9:15:1:22:;10:4:1:24:3;11:13:1:22:;12:6:1:23:
05:54,kyoto,111C,普通,西明石,1,茨木駅,0,1:20:1:22:;2:17:1:22:3;3:36:1:22:;4:34:1:22:;5:0:1:22:4;6:7:1:22:3;7:28:1:22:
05:54,kyoto,506C,普通,京都,0,千里丘駅,0,1:35:1:24:;2:28:1:26:3;3:25:1:23:;4:26:1:24:;5:23:1:25:4;6:20:1:24:3;7:27:1:24:
05:54,kyoto,701M,快速,網干,1,新大阪駅,0,1:15:1:22:;2:6:1:24:3;3:17:1:21:;4:22:1:20:;5:24:1:22:;6:24:1:22:;7:19:1:21:3;8:38:1:23:;9:21:1:25:;10:15:1:26:3;11:16:1:24:;12:4:1:24:
05:54,kyoto,505C,普通,尼崎,1,新大阪〜大阪,0,1:27:1:22:;2:5:1:22:3;3:14:1:22:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:-1:1:-1:
05:54,kyoto,107C,普通,西明石,1,大阪〜塚本,0,1:19:1:25:;2:25:1:26:3;3:26:1:24:;4:23:1:25:;5:13:1:25:4;6:20:1:25:3;7:16:1:24:
05:54,kyoto,509C,普通,甲子園口,1,島本〜高槻,0,1:3:1:25:;2:4:1:25:3;3:10:1:24:;4:8:1:25:;5:7:1:25:4;6:7:1:25:3;7:7:1:24:
05:54,sagano,221M,普通,園部,1,保津峡駅,0,1:27:1:21:;2:3:1:25:;3:42:1:21:;4:12:1:22:
06:02,hokurikubiwako,725T,う普通○,姫路,1,米原駅,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:2:1:23:;8:3:1:23:3;9:3:1:24:;10:0:1:23:;11:0:1:23:3;12:0:1:23:
06:02,hokurikubiwako,723T,普通,姫路,1,彦根〜南彦根,0,1:2:1:23:;2:3:1:23:3;3:0:1:23:;4:2:1:23:;5:3:1:24:3;6:2:1:24:;7:0:1:24:;8:1:1:24:;9:0:1:24:;10:1:1:24:;11:3:1:24:;12:0:1:24:
06:02,hokurikubiwako,711M,普通,姫路,1,篠原〜野洲,0,1:21:1:21:;2:15:1:23:3;3:22:1:22:;4:12:1:22:;5:17:1:22:;6:18:1:22:;7:7:1:22:3;8:15:1:21:
06:02,hokurikubiwako,900M,普通,米原,0,野洲〜守山,0,1:6:1:25:;2:5:1:26:3;3:8:1:25:;4:11:1:25:;5:16:1:24:;6:17:1:25:;7:19:1:26:3;8:17:1:25:;9:23:1:25:;10:13:1:26:3;11:16:1:25:;12:2:1:24:
06:02,hokurikubiwako,709M,う普通○,網干,1,草津駅,0,1:17:1:22:;2:4:1:23:3;3:17:1:23:;4:27:1:23:;5:18:1:24:;6:9:1:23:3;7:23:1:23:;8:21:1:23:
06:02,hokurikubiwako,902M,普通,米原,0,石山駅,0,1:28:1:22:;2:22:1:25:3;3:31:1:22:;4:25:1:22:;5:48:1:23:;6:30:1:23:;7:27:1:25:3;8:40:1:23:
06:02,hokurikubiwako,705M,普通,網干,1,山科〜京都,0,1:46:1:24:;2:49:1:25:3;3:52:1:24:;4:54:1:24:;5:45:1:25:3;6:57:1:24:
06:02,hokurikubiwako,117C,普通,西明石,1,西大路駅,0,1:10:1:24:;2:2:1:25:3;3:13:1:24:;4:8:1:24:;5:4:1:25:4;6:1:1:24:3;7:10:1:24:
06:02,hokurikubiwako,504C,普通,京都,0,西大路駅,0,1:39:1:22:;2:41:1:23:3;3:45:1:22:;4:60:1:22:;5:41:1:21:4;6:14:1:22:3;7:37:1:21:
06:02,hokurikubiwako,3207M,新快速,播州赤穂,1,木ノ本〜高月,0,1:13:1:22:;2:0:1:22:3;3:5:1:21:;4:2:1:21:
06:02,hokurikubiwako,121M,普通,近江塩津,0,木ノ本〜高月,0,1:0:1:24:;2:2:1:24:3;3:4:1:24:;4:2:1:23:
06:02,kyoto,115C,普通,西明石,1,長岡京駅,0,1:3:1:24:;2:0:1:25:3;3:7:1:24:;4:16:1:24:;5:0:1:25:4;6:7:1:25:3;7:11:1:23:
06:02,kyoto,1001M,関空特急,関西空港,1,高槻駅,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:10:1:25:;8:2:1:24:;9:7:1:25:
06:02,kyoto,509C,普通,甲子園口,1,高槻〜摂津富田,0,1:4:1:25:;2:5:1:24:3;3:11:1:24:;4:8:1:25:;5:8:1:24:4;6:8:1:25:3;7:9:1:24:
06:02,kyoto,703M,快速,姫路,1,摂津富田駅,0,1:2:1:22:;2:16:1:23:3;3:13:1:23:;4:7:1:21:;5:20:1:23:;6:31:1:22:;7:29:1:22:3;8:23:1:22:;9:23:1:22:;10:13:1:25:3;11:19:1:22:;12:8:1:22:
06:02,kyoto,506C,普通,京都,0,高槻〜摂津富田,0,1:29:1:24:;2:23:1:25:3;3:19:1:24:;4:26:1:24:;5:21:1:25:4;6:20:1:25:3;7:25:1:25:
06:02,kyoto,111C,普通,西明石,1,吹田駅,0,1:35:1:22:;2:38:1:22:3;3:52:1:21:;4:37:1:22:;5:6:1:22:4;6:18:1:22:3;7:32:1:22:
06:02,kyoto,700M,快速,長浜,0,吹田駅,0,1:14:1:21:;2:6:1:25:3;3:16:1:23:;4:32:1:24:;5:32:1:24:;6:37:1:24:;7:58:1:24:3;8:54:1:24:;9:44:1:24:;10:42:1:25:3;11:13:1:24:;12:49:1:23:
06:02,kyoto,701M,快速,網干,1,大阪〜塚本,0,1:18:1:21:;2:23:1:24:3;3:27:1:22:;4:28:1:22:;5:31:1:23:;6:42:1:22:;7:28:1:23:3;8:38:1:23:;9:34:1:24:;10:32:1:26:3;11:21:1:25:;12:22:1:24:
06:02,sagano,221M,普通,園部,1,並河駅,0,1:20:1:22:;2:2:1:25:;3:42:1:21:;4:3:1:21:
06:17,hokurikubiwako,725T,う普通○,姫路,1,彦根駅,0,1:0:1:24:;2:3:1:24:3;3:7:1:24:;4:9:1:24:;5:10:1:24:3;6:6:1:24:;7:9:1:22:;8:5:1:24:3;9:4:1:24:;10:0:1:23:;11:0:1:23:3;12:8:1:23:
06:17,hokurikubiwako,723T,普通,姫路,1,能登川〜安土,0,1:7:1:23:;2:6:1:23:3;3:8:1:23:;4:9:1:23:;5:18:1:24:3;6:10:1:24:;7:17:1:24:;8:15:1:24:;9:7:1:24:;10:2:1:24:;11:1:1:24:;12:0:1:24:
06:17,hokurikubiwako,900M,普通,米原,0,能登川〜安土,0,1:6:1:25:;2:3:1:26:3;3:6:1:25:;4:11:1:25:;5:15:1:24:;6:25:1:25:;7:22:1:26:3;8:33:1:25:;9:28:1:25:;10:20:1:26:3;11:21:1:25:;12:10:1:25:
06:17,hokurikubiwako,902M,普通,米原,0,守山〜栗東,0,1:39:1:23:;2:34:1:25:3;3:40:1:22:;4:23:1:21:;5:36:1:23:;6:31:1:22:;7:34:1:24:3;8:47:1:23:
06:17,hokurikubiwako,711M,普通,姫路,1,草津駅,0,1:26:1:22:;2:16:1:22:3;3:31:1:22:;4:17:1:22:;5:25:1:22:;6:27:1:22:;7:15:1:22:3;8:19:1:21:
06:17,hokurikubiwako,709M,う普通○,網干,1,大津駅,0,1:45:1:22:;2:28:1:24:3;3:41:1:24:;4:48:1:23:;5:38:1:24:;6:26:1:24:3;7:35:1:23:;8:22:1:23:
06:17,hokurikubiwako,3207M,新快速,播州赤穂,1,長浜〜田村,0,1:23:1:22:;2:3:1:22:3;3:8:1:22:;4:5:1:22:
06:17,hokurikubiwako,3211M,新快速,姫路,1,木ノ本駅,0,1:1:1:22:;2:0:1:22:3;3:3:1:22:;4:0:1:22:
06:17,kyoto,1109C,普通,新三田,1,向日町駅,0,1:0:1:23:;2:0:1:23:3;3:12:1:22:;4:32:1:21:;5:6:1:22:4;6:0:1:22:3;7:12:1:21:
06:17,kyoto,506C,普通,京都,0,向日町〜長岡京,0,1:29:1:24:;2:29:1:25:3;3:23:1:24:;4:46:1:24:;5:21:1:24:4;6:17:1:25:3;7:28:1:25:
06:17,kyoto,705M,快速,網干,1,長岡京〜山崎,0,1:36:1:24:;2:32:1:25:3;3:42:1:24:;4:47:1:24:;5:35:1:25:3;6:55:1:24:
