時刻,路線,列車番号,種別,行先,方向,位置,遅延分,号車:乗車率:状態:温度
00:14,hokurikubiwako,3546M,新快速,野洲,0,山科〜京都,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:-1:1:-1:;8:-1:1:-1:;9:17:1:23:;10:13:1:26:3;11:17:1:23:;12:7:1:24:
00:14,hokurikubiwako,846T,普通,野洲,0,京都〜西大路,0,1:2:1:22:;2:6:1:23:3;3:4:1:22:;4:6:1:23:;5:5:1:24:;6:7:1:23:;7:8:1:24:3;8:10:1:23:
00:14,kyoto,535C,普通,大阪,1,山崎駅,0,1:27:1:22:;2:21:1:27:3;3:27:1:22:;4:33:1:25:;5:3:1:22:4;6:20:1:22:3;7:21:1:23:
00:14,kyoto,3548M,新快速,京都,0,高槻〜摂津富田,0,1:35:1:22:;2:5:1:23:3;3:20:1:22:;4:22:1:22:;5:15:1:22:;6:23:1:23:;7:22:1:24:3;8:32:1:23:;9:21:1:22:;10:27:1:23:3;11:27:1:22:;12:12:1:24:
00:14,kyoto,538C,普通,京都,0,ＪＲ総持寺〜茨木,0,1:13:1:24:;2:21:1:25:3;3:18:1:24:;4:17:1:24:;5:15:1:24:4;6:20:1:25:3;7:13:1:23:
00:14,kyoto,533C,普通,大阪,1,東淀川駅,0,1:6:1:25:;2:3:1:26:3;3:0:1:24:;4:6:1:25:;5:0:1:26:4;6:1:1:26:3;7:9:1:24:
00:14,kyoto,258C,普通,高槻,0,新大阪駅,0,1:81:1:23:;2:57:1:23:3;3:80:1:23:;4:78:1:24:;5:57:1:23:4;6:51:1:24:3;7:77:1:23:
00:14,kyoto,1234C,普通,大阪,0,大阪〜塚本,0,1:14:1:22:;2:12:1:22:3;3:17:1:22:;4:12:1:22:;5:0:1:22:4;6:0:1:22:3;7:11:1:22:
00:14,sagano,287M,普通,園部,1,亀岡駅,0,1:25:1:23:;2:16:1:24:;3:43:1:22:;4:28:1:23:
00:29,hokurikubiwako,842T,普通,米原,0,能登川〜安土,4,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:11:1:25:;8:10:1:22:3;9:4:1:22:;10:1:1:23:
00:29,hokurikubiwako,844T,普通,野洲,0,野洲〜守山,0,1:2:1:24:;2:1:1:25:3;3:0:1:24:;4:0:1:24:;5:3:1:23:;6:1:1:24:3;7:1:1:23:;8:4:1:22:
00:29,hokurikubiwako,3546M,新快速,野洲,0,南草津駅,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:-1:1:-1:;8:-1:1:-1:;9:0:1:24:;10:0:1:26:3;11:7:1:24:;12:0:1:24:
00:29,hokurikubiwako,846T,普通,野洲,0,膳所駅,0,1:23:1:21:;2:14:1:23:3;3:11:1:23:;4:14:1:22:;5:21:1:24:;6:20:1:22:;7:16:1:24:3;8:1:1:23:
00:29,hokurikubiwako,3548M,新快速,京都,0,京都〜西大路,0,1:15:1:22:;2:3:1:23:3;3:14:1:22:;4:11:1:21:;5:7:1:23:;6:10:1:23:;7:8:1:24:3;8:19:1:23:;9:5:1:22:;10:13:1:23:3;11:18:1:22:;12:9:1:23:
00:29,kyoto,538C,普通,京都,0,長岡京〜山崎,0,1:13:1:24:;2:16:1:25:3;3:23:1:24:;4:17:1:24:;5:11:1:25:4;6:10:1:25:3;7:10:1:24:
00:29,kyoto,258C,普通,高槻,0,ＪＲ総持寺〜茨木,0,1:59:1:23:;2:44:1:22:3;3:50:1:23:;4:42:1:23:;5:27:1:23:4;6:17:1:24:3;7:32:1:22:
00:29,kyoto,535C,普通,大阪,1,茨木駅,0,1:24:1:21:;2:19:1:26:3;3:29:1:22:;4:39:1:24:;5:10:1:23:4;6:15:1:22:3;7:22:1:22:
00:29,sagano,287M,普通,園部,1,吉富駅,0,1:13:1:23:;2:4:1:24:;3:31:1:23:;4:18:1:22:
00:42,hokurikubiwako,842T,普通,米原,0,彦根〜南彦根,4,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:5:1:25:;8:8:1:21:3;9:4:1:22:;10:2:1:23:
00:42,hokurikubiwako,846T,普通,野洲,0,草津駅,0,1:0:1:22:;2:3:1:22:3;3:1:1:22:;4:6:1:23:;5:5:1:24:;6:10:1:23:;7:5:1:24:3;8:10:1:23:
00:42,hokurikubiwako,538C,普通,京都,0,京都〜西大路,0,1:3:1:24:;2:2:1:25:3;3:2:1:24:;4:1:1:24:;5:0:1:25:4;6:0:1:25:3;7:3:1:24:
00:42,kyoto,535C,普通,大阪,1,新大阪駅,0,1:28:1:22:;2:19:1:26:3;3:22:1:22:;4:21:1:25:;5:4:1:22:4;6:11:1:23:3;7:22:1:22:
00:42,kyoto,542C,普通,大阪,0,塚本駅,1,1:22:1:23:;2:20:1:22:3;3:11:1:23:;4:27:1:22:;5:0:1:21:4;6:11:1:22:3;7:16:1:23:
04:42,hokurikubiwako,705M,普通,網干,1,米原駅,0,1:0:1:23:;2:0:1:23:3;3:0:1:23:;4:0:1:23:;5:0:1:23:3;6:0:1:22:
04:51,hokurikubiwako,705M,普通,網干,1,米原駅,0,1:0:1:23:;2:0:1:23:3;3:1:1:23:;4:2:1:23:;5:0:1:23:3;6:0:1:22:
04:51,hokurikubiwako,701M,う普通○,姫路,1,守山〜栗東,0,1:3:1:22:;2:3:1:23:3;3:5:1:21:;4:2:1:21:;5:4:1:22:;6:6:1:21:;7:2:1:22:3;8:2:1:22:;9:5:1:22:;10:0:1:23:3;11:0:1:22:;12:0:1:22:
04:58,hokurikubiwako,705M,普通,網干,1,米原駅,0,1:0:1:23:;2:1:1:23:3;3:1:1:23:;4:2:1:23:;5:0:1:22:3;6:1:1:22:
04:58,hokurikubiwako,701M,う普通○,姫路,1,草津〜南草津,0,1:7:1:22:;2:5:1:23:3;3:11:1:21:;4:9:1:21:;5:11:1:22:;6:11:1:22:;7:4:1:22:3;8:4:1:22:;9:10:1:22:;10:6:1:23:3;11:5:1:22:;12:2:1:22:
04:58,kyoto,101C,普通,加古川,1,高槻駅,0,1:9:1:23:;2:9:1:23:3;3:10:1:23:;4:5:1:22:;5:7:1:24:4;6:6:1:23:3;7:15:1:24:
04:58,kyoto,500C,普通,京都,0,高槻駅,0,1:8:1:21:;2:18:1:21:3;3:6:1:22:;4:13:1:21:;5:0:1:22:4;6:0:1:22:3;7:3:1:21:
05:11,hokurikubiwako,705M,普通,網干,1,河瀬〜稲枝,0,1:5:1:23:;2:7:1:23:3;3:10:1:24:;4:13:1:23:;5:13:1:23:3;6:7:1:22:
05:11,hokurikubiwako,703M,う普通○,網干,1,野洲〜守山,0,1:11:1:21:;2:6:1:22:3;3:5:1:21:;4:10:1:22:;5:0:1:21:;6:0:1:22:3;7:3:1:21:;8:11:1:22:
05:11,hokurikubiwako,701M,う普通○,姫路,1,大津〜山科,0,1:7:1:22:;2:13:1:23:3;3:27:1:22:;4:20:1:22:;5:20:1:22:;6:21:1:22:;7:11:1:22:3;8:17:1:23:;9:26:1:23:;10:21:1:23:3;11:13:1:22:;12:5:1:23:
05:11,kyoto,500C,普通,京都,0,向日町駅,0,1:15:1:22:;2:25:1:22:3;3:18:1:22:;4:33:1:22:;5:3:1:22:4;6:0:1:22:3;7:11:1:21:
05:11,kyoto,107C,普通,西明石,1,向日町〜長岡京,0,1:6:1:24:;2:9:1:25:3;3:9:1:24:;4:22:1:22:;5:0:1:23:4;6:4:1:22:3;7:16:1:22:
05:11,kyoto,103C,普通,西明石,1,摂津富田駅,0,1:10:1:23:;2:9:1:23:3;3:14:1:23:;4:4:1:23:;5:4:1:23:4;6:9:1:24:3;7:11:1:23:
05:11,kyoto,101C,普通,加古川,1,岸辺駅,0,1:39:1:23:;2:42:1:23:3;3:46:1:23:;4:36:1:22:;5:32:1:25:4;6:38:1:24:3;7:44:1:23:
05:11,kyoto,502C,普通,京都,0,岸辺駅,0,1:17:1:22:;2:26:1:22:3;3:15:1:23:;4:24:1:22:;5:0:1:22:4;6:12:1:23:3;7:22:1:22:
05:27,hokurikubiwako,711M,普通,姫路,1,米原駅,0,1:5:1:22:;2:3:1:23:3;3:1:1:22:;4:0:1:21:;5:1:1:23:;6:3:1:21:;7:1:1:22:3;8:0:1:22:
05:27,hokurikubiwako,705M,普通,網干,1,近江八幡〜篠原,0,1:21:1:23:;2:25:1:23:3;3:36:1:24:;4:27:1:24:;5:26:1:23:3;6:28:1:23:
05:27,hokurikubiwako,903M,普通,京都,1,守山〜栗東,0,1:2:1:22:;2:2:1:23:3;3:2:1:22:;4:4:1:22:;5:5:1:22:;6:11:1:23:3;7:9:1:22:;8:5:1:22:;9:0:1:21:;10:2:1:21:;11:2:1:21:3;12:1:1:22:
05:27,hokurikubiwako,703M,う普通○,網干,1,石山駅,0,1:25:1:22:;2:22:1:22:3;3:24:1:22:;4:12:1:23:;5:11:1:21:;6:7:1:22:3;7:18:1:22:;8:14:1:22:
05:27,hokurikubiwako,507C,普通,神戸,1,京都〜西大路,0,1:11:1:22:;2:18:1:22:3;3:14:1:22:;4:20:1:21:;5:0:1:22:4;6:0:1:22:3;7:7:1:21:
05:27,kyoto,701M,う快速○,姫路,1,向日町〜長岡京,0,1:13:1:22:;2:16:1:23:3;3:15:1:22:;4:17:1:22:;5:19:1:22:;6:19:1:22:;7:12:1:23:3;8:17:1:22:;9:14:1:23:;10:17:1:24:3;11:16:1:22:;12:8:1:23:
05:27,kyoto,107C,普通,西明石,1,摂津富田駅,0,1:21:1:25:;2:25:1:25:3;3:23:1:25:;4:28:1:22:;5:1:1:22:4;6:12:1:23:3;7:23:1:21:
05:27,kyoto,105C,普通,加古川,1,茨木〜千里丘,0,1:41:1:21:;2:32:1:21:3;3:37:1:22:;4:24:1:21:;5:0:1:21:4;6:17:1:22:3;7:27:1:21:
05:27,kyoto,504C,普通,京都,0,千里丘〜岸辺,0,1:10:1:22:;2:22:1:24:3;3:18:1:22:;4:13:1:23:;5:10:1:22:4;6:14:1:22:3;7:14:1:22:
05:27,kyoto,103C,普通,西明石,1,東淀川駅,0,1:30:1:23:;2:32:1:24:3;3:29:1:23:;4:22:1:23:;5:24:1:24:4;6:31:1:24:3;7:29:1:23:
05:27,kyoto,101C,普通,加古川,1,大阪〜塚本,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:16:1:22:;5:18:1:24:4;6:37:1:23:3;7:22:1:23:
05:27,kyoto,502C,普通,京都,0,島本〜高槻,0,1:36:1:22:;2:48:1:23:3;3:28:1:23:;4:35:1:22:;5:0:1:23:4;6:15:1:23:3;7:32:1:22:
05:39,hokurikubiwako,121M,普通,近江塩津,0,米原駅,0,1:5:1:20:;2:6:1:21:3;3:0:1:20:;4:0:1:21:
05:39,hokurikubiwako,711M,普通,姫路,1,彦根〜南彦根,0,1:9:1:22:;2:6:1:23:3;3:6:1:22:;4:2:1:21:;5:2:1:23:;6:8:1:22:;7:2:1:22:3;8:0:1:22:
05:39,hokurikubiwako,705M,普通,網干,1,栗東〜草津,0,1:26:1:23:;2:34:1:23:3;3:41:1:24:;4:33:1:24:;5:32:1:23:3;6:35:1:23:
05:39,hokurikubiwako,903M,普通,京都,1,石山駅,0,1:4:1:22:;2:8:1:22:3;3:11:1:22:;4:10:1:23:;5:17:1:22:;6:18:1:23:3;7:19:1:22:;8:13:1:23:;9:0:1:21:;10:3:1:21:;11:10:1:21:3;12:5:1:22:
05:39,hokurikubiwako,900M,普通,米原,0,大津〜山科,0,1:2:1:23:;2:5:1:24:3;3:6:1:23:;4:7:1:23:;5:15:1:24:;6:13:1:23:;7:14:1:23:3;8:16:1:23:;9:7:1:22:;10:4:1:24:3;11:0:1:21:;12:3:1:23:
05:39,hokurikubiwako,703M,う普通○,網干,1,山科〜京都,0,1:50:1:23:;2:43:1:23:3;3:48:1:23:;4:32:1:23:;5:30:1:22:;6:18:1:23:3;7:34:1:22:;8:27:1:22:
05:39,hokurikubiwako,113C,普通,西明石,1,西大路駅,0,1:8:1:24:;2:9:1:24:3;3:8:1:23:;4:6:1:23:;5:3:1:24:4;6:7:1:24:3;7:9:1:23:
05:39,kyoto,507C,普通,神戸,1,山崎駅,0,1:12:1:22:;2:18:1:22:3;3:11:1:22:;4:22:1:21:;5:0:1:22:4;6:0:1:22:3;7:8:1:21:
05:39,kyoto,505C,普通,尼崎,1,高槻駅,0,1:10:1:22:;2:7:1:22:3;3:9:1:22:;4:1:1:21:;5:3:1:22:4;6:12:1:22:3;7:9:1:22:
05:39,kyoto,701M,う快速○,姫路,1,高槻〜摂津富田,0,1:12:1:22:;2:20:1:23:3;3:28:1:21:;4:27:1:22:;5:22:1:21:;6:23:1:22:;7:15:1:23:3;8:24:1:22:;9:20:1:23:;10:24:1:24:3;11:23:1:23:;12:9:1:23:
05:39,kyoto,109C,普通,西明石,1,茨木〜千里丘,0,1:33:1:21:;2:42:1:22:3;3:24:1:22:;4:30:1:22:;5:0:1:22:4;6:7:1:22:3;7:26:1:22:
05:39,kyoto,107C,普通,西明石,1,吹田駅,0,1:40:1:23:;2:44:1:23:3;3:41:1:24:;4:34:1:22:;5:8:1:21:4;6:23:1:23:3;7:33:1:22:
05:39,kyoto,105C,普通,加古川,1,新大阪〜大阪,0,1:43:1:22:;2:22:1:21:3;3:24:1:22:;4:34:1:21:;5:2:1:22:4;6:19:1:22:3;7:37:1:21:
05:39,kyoto,506C,普通,京都,0,大阪駅,0,1:44:1:24:;2:67:1:24:3;3:58:1:24:;4:60:1:24:;5:55:1:24:4;6:74:1:24:3;7:54:1:24:
05:39,kyoto,103C,普通,西明石,1,塚本駅,0,1:21:1:24:;2:21:1:24:3;3:21:1:23:;4:22:1:23:;5:16:1:24:4;6:19:1:24:3;7:22:1:23:
05:39,kyoto,1100C,普通,吹田,0,塚本駅,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:49:1:22:;5:8:1:23:4;6:35:1:23:3;7:34:1:21:
05:39,kyoto,504C,普通,京都,0,島本〜高槻,0,1:21:1:22:;2:30:1:23:3;3:22:1:22:;4:25:1:22:;5:9:1:22:4;6:22:1:23:3;7:23:1:22:
05:39,kyoto,502C,普通,京都,0,桂川〜向日町,0,1:22:1:22:;2:44:1:23:3;3:18:1:23:;4:45:1:22:;5:7:1:22:4;6:18:1:23:3;7:39:1:22:
05:39,sagano,1220M,普通,京都,0,嵯峨嵐山駅,0,1:18:1:21:;2:11:1:22:;3:42:1:21:;4:32:1:22:
05:51,hokurikubiwako,715M,う普通○,網干,1,米原駅,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:2:1:21:;8:2:1:22:3;9:0:1:22:;10:1:1:22:;11:2:1:22:3;12:0:1:23:
05:51,hokurikubiwako,711M,普通,姫路,1,能登川〜安土,0,1:18:1:22:;2:18:1:23:3;3:16:1:22:;4:17:1:22:;5:17:1:23:;6:23:1:22:;7:13:1:22:3;8:0:1:22:
05:51,hokurikubiwako,709M,う普通○,網干,1,野洲駅,0,1:5:1:21:;2:7:1:23:3;3:1:1:21:;4:5:1:23:;5:3:1:21:;6:2:1:23:3;7:4:1:21:;8:0:1:22:
05:51,hokurikubiwako,707M,普通,姫路,1,草津駅,0,1:15:1:23:;2:13:1:22:;3:23:1:22:;4:16:1:22:;5:15:1:23:;6:16:1:23:
05:51,hokurikubiwako,900M,普通,米原,0,南草津〜瀬田,0,1:12:1:22:;2:21:1:24:3;3:15:1:22:;4:12:1:22:;5:20:1:23:;6:20:1:23:;7:14:1:23:3;8:17:1:23:;9:14:1:22:;10:10:1:24:3;11:2:1:22:;12:10:1:23:
05:51,hokurikubiwako,705M,普通,網干,1,石山駅,0,1:44:1:23:;2:52:1:24:3;3:56:1:24:;4:44:1:23:;5:48:1:24:3;6:52:1:23:
05:51,hokurikubiwako,1801M,普通,京都,1,山科駅,0,1:42:1:23:;2:44:1:24:3;3:50:1:22:;4:52:1:23:;5:55:1:22:;6:44:1:24:3;7:43:1:23:;8:70:1:23:
05:51,hokurikubiwako,903M,普通,京都,1,山科〜京都,0,1:0:1:22:;2:4:1:22:3;3:10:1:22:;4:15:1:23:;5:26:1:22:;6:23:1:23:3;7:27:1:22:;8:21:1:23:;9:11:1:21:;10:15:1:21:;11:18:1:22:3;12:15:1:22:
05:51,hokurikubiwako,1001M,関空特急,関西空港,1,西大路駅,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:6:1:23:;8:21:1:23:;9:26:1:23:
05:51,hokurikubiwako,121M,普通,近江塩津,0,長浜駅,0,1:0:1:20:;2:2:1:21:3;3:0:1:20:;4:0:1:20:
05:51,hokurikubiwako,3209M,新快速,姫路,1,近江塩津〜余呉,0,1:12:1:21:;2:0:1:21:3;3:2:1:21:;4:2:1:20:
05:51,kyoto,504C,普通,京都,0,向日町〜長岡京,0,1:10:1:22:;2:27:1:23:3;3:22:1:22:;4:25:1:23:;5:11:1:22:4;6:20:1:23:3;7:18:1:22:
05:51,kyoto,703M,う快速○,網干,1,長岡京駅,0,1:40:1:22:;2:42:1:23:3;3:29:1:22:;4:31:1:23:;5:27:1:22:;6:19:1:23:3;7:36:1:22:;8:28:1:22:
05:51,kyoto,507C,普通,神戸,1,摂津富田〜ＪＲ総持寺,0,1:26:1:22:;2:32:1:22:3;3:23:1:22:;4:34:1:22:;5:3:1:22:4;6:8:1:22:3;7:21:1:22:
05:51,kyoto,505C,普通,尼崎,1,千里丘駅,0,1:31:1:22:;2:29:1:22:3;3:28:1:22:;4:21:1:22:;5:30:1:22:4;6:33:1:22:3;7:27:1:22:
05:51,kyoto,506C,普通,京都,0,岸辺駅,0,1:19:1:23:;2:36:1:25:3;3:33:1:24:;4:30:1:24:;5:30:1:24:4;6:27:1:24:3;7:35:1:24:
05:51,kyoto,701M,う快速○,姫路,1,東淀川駅,0,1:22:1:22:;2:21:1:24:3;3:29:1:21:;4:36:1:22:;5:28:1:21:;6:39:1:22:;7:26:1:23:3;8:34:1:23:;9:26:1:23:;10:31:1:24:3;11:29:1:22:;12:10:1:23:
05:51,kyoto,109C,普通,西明石,1,新大阪駅,0,1:44:1:22:;2:46:1:22:3;3:31:1:22:;4:36:1:22:;5:0:1:22:4;6:23:1:22:3;7:28:1:22:
05:51,kyoto,107C,普通,西明石,1,大阪駅,0,1:28:1:23:;2:16:1:22:3;3:28:1:24:;4:32:1:22:;5:6:1:23:4;6:28:1:22:3;7:35:1:21:
05:51,kyoto,100C,普通,京都,0,大阪〜塚本,0,1:81:1:22:;2:66:1:22:3;3:79:1:23:;4:54:1:22:;5:42:1:23:4;6:40:1:24:3;7:54:1:24:
05:51,kyoto,113C,普通,西明石,1,山崎〜島本,0,1:11:1:24:;2:9:1:24:3;3:9:1:23:;4:7:1:23:;5:9:1:24:4;6:6:1:24:3;7:10:1:23:
05:51,sagano,1220M,普通,京都,0,丹波口〜二条,0,1:36:1:22:;2:42:1:23:;3:88:1:22:;4:100:1:21:
05:58,hokurikubiwako,719M,普通,姫路,1,米原駅,0,1:1:1:20:;2:7:1:21:3;3:0:1:21:;4:0:1:21:;5:3:1:22:;6:1:1:21:;7:1:1:21:3;8:4:1:23:;9:1:1:23:;10:2:1:23:3;11:0:1:22:;12:1:1:22:
05:58,hokurikubiwako,715M,う普通○,網干,1,彦根〜南彦根,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:3:1:21:;8:4:1:22:3;9:4:1:23:;10:3:1:22:;11:2:1:22:3;12:0:1:23:
05:58,hokurikubiwako,711M,普通,姫路,1,近江八幡駅,1,1:30:1:22:;2:33:1:23:3;3:28:1:22:;4:30:1:22:;5:26:1:23:;6:27:1:22:;7:20:1:22:3;8:12:1:22:
05:58,hokurikubiwako,709M,う普通○,網干,1,守山〜栗東,0,1:7:1:21:;2:9:1:23:3;3:10:1:21:;4:16:1:23:;5:5:1:22:;6:9:1:23:3;7:5:1:21:;8:7:1:22:
05:58,hokurikubiwako,900M,普通,米原,0,栗東〜草津,0,1:1:1:22:;2:5:1:24:3;3:10:1:22:;4:14:1:22:;5:18:1:23:;6:23:1:23:;7:21:1:23:3;8:24:1:22:;9:24:1:22:;10:16:1:23:3;11:4:1:22:;12:13:1:23:
05:58,hokurikubiwako,1003M,関空特急,関西空港,1,草津駅,0,1:-1:1:-1:;2:-1:1:-1:;3:-1:1:-1:;4:-1:1:-1:;5:-1:1:-1:;6:-1:1:-1:;7:0:1:21:;8:1:1:22:;9:8:1:22:
05:58,hokurikubiwako,707M,普通,姫路,1,南草津〜瀬田,0,1:36:1:23:;2:32:1:23:;3:39:1:22:;4:35:1:23:;5:43:1:23:;6:48:1:23:
05:58,hokurikubiwako,705M,普通,網干,1,大津〜山科,0,1:50:1:23:;2:60:1:24:3;3:65:1:24:;4:49:1:24:;5:53:1:24:3;6:64:1:23:
05:58,hokurikubiwako,902M,普通,米原,0,大津駅,0,1:9:1:22:;2:17:1:22:3;3:15:1:22:;4:38:1:22:;5:31:1:23:;6:36:1:23:;7:32:1:22:3;8:29:1:23:;9:27:1:23:;10:32:1:23:3;11:25:1:23:;12:17:1:23:
05:58,hokurikubiwako,504C,普通,京都,0,京都〜西大路,0,1:27:1:22:;2:40:1:22:3;3:29:1:23:;4:39:1:23:;5:16:1:22:4;6:26:1:23:3;7:35:1:22:
05:58,hokurikubiwako,121M,普通,近江塩津,0,河毛〜虎姫,0,1:0:1:20:;2:0:1:21:3;3:0:1:20:;4:1:1:20:
05:58,hokurikubiwako,3209M,新快速,姫路,1,木ノ本〜高月,0,1:14:1:21:;2:0:1:21:3;3:2:1:21:;4:4:1:20:
05:58,kyoto,902M,普通,米原,0,不明(0400_0401),0,1:9:1:22:;2:17:1:22:3;3:15:1:22:;4:38:1:22:;5:31:1:23:;6:36:1:23:;7:32:1:22:3;8:29:1:23:;9:27:1:23:;10:32:1:23:3;11:25:1:23:;12:17:1:23:
